date,portfolio_date,manager,stock,ticker,portfolio_percent,shares,recent_activity,reported_price,current_price,value
2025-06-23,2025-06-23,First Eagle Investment Management,Axis Capital Holdings Ltd.,AXS,0,184749,,0.04,100.24,
2025-06-23,2025-06-23,First Eagle Investment Management,SPDR Bloomberg 1 3 Month T B,BIL,0,217263,,0.04,91.72,
2025-06-23,2025-06-23,First Eagle Investment Management,Home Depot,HD,0,50496,,0.04,366.48,
2025-06-23,2025-06-23,First Eagle Investment Management,Intrepid Potash Inc.,IPI,0,584321,,0.04,29.39,
2025-06-23,2025-06-23,First Eagle Investment Management,Lincoln National,LNC,0,517650,,0.04,35.91,
2025-06-23,2025-06-23,First Eagle Investment Management,Sanofi Aventis,SNY,0,382220,,0.04,55.46,
2025-06-23,2025-06-23,First Eagle Investment Management,TE Connectivity plc,TEL,0,125984,,0.04,141.32,
2025-06-23,2025-06-23,First Eagle Investment Management,United Health Group Inc.,UNH,0,39619,,0.04,523.74,
2025-06-23,2025-06-23,First Eagle Investment Management,Air Lease Corp.,AL,0,262987,,0.03,48.31,
2025-06-23,2025-06-23,First Eagle Investment Management,Brookdale Senior Living Inc.,BKD,0,1987886,,0.03,6.26,
2025-06-23,2025-06-23,First Eagle Investment Management,Beazer Homes USA,BZH,0,695175,,0.03,20.39,
2025-06-23,2025-06-23,First Eagle Investment Management,Coeur Mining Inc.,CDE,0,2463978,,0.03,5.92,
2025-06-23,2025-06-23,First Eagle Investment Management,CECO Environmental Corp.,CECO,0,588278,,0.03,22.8,
2025-06-23,2025-06-23,First Eagle Investment Management,Commercial Metals,CMC,0,262479,,0.03,46.01,
2025-06-23,2025-06-23,First Eagle Investment Management,Ducommun Inc.,DCO,0,248587,,0.03,58.03,
2025-06-23,2025-06-23,First Eagle Investment Management,Enovis Corp.,ENOV,0,310521,,0.03,38.21,
2025-06-23,2025-06-23,First Eagle Investment Management,Fabrinet,FN,0,66954,,0.03,197.51,
2025-06-23,2025-06-23,First Eagle Investment Management,Gxo Logistics Inc.,GXO,0,346200,,0.03,39.08,
2025-06-23,2025-06-23,First Eagle Investment Management,HealthStream Inc.,HSTM,0,412898,,0.03,32.18,
2025-06-23,2025-06-23,First Eagle Investment Management,Installed Building Products,IBP,0,70028,,0.03,171.46,
2025-06-23,2025-06-23,First Eagle Investment Management,IDACORP Inc. Hldg. Co.,IDA,0,102765,,0.03,116.22,
2025-06-23,2025-06-23,First Eagle Investment Management,Insteel Industries Inc.,IIIN,0,517054,,0.03,26.3,
2025-06-23,2025-06-23,First Eagle Investment Management,Ingredion Inc.,INGR,0,93001,,0.03,135.21,
2025-06-23,2025-06-23,First Eagle Investment Management,Kemper Corp.,KMPR,0,216631,,0.03,66.85,
2025-06-23,2025-06-23,First Eagle Investment Management,Lincoln Educational Services Corp.,LINC,0,890730,,0.03,15.87,
2025-06-23,2025-06-23,First Eagle Investment Management,Louisiana-Pacific Corp.,LPX,0,163031,,0.03,91.98,
2025-06-23,2025-06-23,First Eagle Investment Management,LSB Industries Inc.,LXU,0,1811701,,0.03,6.59,
2025-06-23,2025-06-23,First Eagle Investment Management,Matador Resources Co.,MTDR,0,322835,,0.03,51.09,
2025-06-23,2025-06-23,First Eagle Investment Management,National CineMedia Inc.,NCMI,0,1857558,,0.03,6.59,
2025-06-23,2025-06-23,First Eagle Investment Management,Oil States International Inc.,OIS,0,2598596,,0.03,5.15,
2025-06-23,2025-06-23,First Eagle Investment Management,Old National Bancorp,ONB,0,608098,,0.03,21.19,
2025-06-23,2025-06-23,First Eagle Investment Management,Old Republic International,ORI,0,323285,,0.03,39.22,
2025-06-23,2025-06-23,First Eagle Investment Management,Outfront Media Inc.,OUT,0,827635,,0.03,16.14,
2025-06-23,2025-06-23,First Eagle Investment Management,QuinStreet Inc.,QNST,0,722823,,0.03,17.84,
2025-06-23,2025-06-23,First Eagle Investment Management,Seacoast Banking Corp. of Florida,SBCF,0,551851,,0.03,25.73,
2025-06-23,2025-06-23,First Eagle Investment Management,Spectrum Brands Holdings Inc.,SPB,0,200172,,0.03,71.55,
2025-06-23,2025-06-23,First Eagle Investment Management,Titan Machinery Inc.,TITN,0,758221,,0.03,17.04,
2025-06-23,2025-06-23,First Eagle Investment Management,Taylor Morrison Home Corp.,TMHC,0,228001,,0.03,60.04,
2025-06-23,2025-06-23,First Eagle Investment Management,TTM Technologies Inc.,TTMI,0,758311,,0.03,20.51,
2025-06-23,2025-06-23,First Eagle Investment Management,Whitestone REIT,WSR,0,1098540,,0.03,14.57,
2025-06-23,2025-06-23,First Eagle Investment Management,Ameris Bancorp,ABCB,0,182783,,0.02,57.57,
2025-06-23,2025-06-23,First Eagle Investment Management,Arcosa Inc.,ACA,0,133480,,0.02,77.12,
2025-06-23,2025-06-23,First Eagle Investment Management,ADTRAN Holdings Inc.,ADTN,0,1144107,,0.02,8.72,
2025-06-23,2025-06-23,First Eagle Investment Management,Advanced Energy Industries,AEIS,0,118983,,0.02,95.31,
2025-06-23,2025-06-23,First Eagle Investment Management,AdaptHealth Corp.,AHCO,0,841636,,0.02,10.84,
2025-06-23,2025-06-23,First Eagle Investment Management,AAR Corp.,AIR,0,139715,,0.02,55.99,
2025-06-23,2025-06-23,First Eagle Investment Management,Amkor Technology Inc.,AMKR,0,424500,,0.02,18.06,
2025-06-23,2025-06-23,First Eagle Investment Management,American Woodmark Corp.,AMWD,0,128600,,0.02,58.83,
2025-06-23,2025-06-23,First Eagle Investment Management,Artivion Inc.,AORT,0,433215,,0.02,24.58,
2025-06-23,2025-06-23,First Eagle Investment Management,Alpha & Omega Semiconductor Ltd,AOSL,0,306708,,0.02,24.86,
2025-06-23,2025-06-23,First Eagle Investment Management,Astec Industries,ASTE,0,300650,,0.02,34.45,
2025-06-23,2025-06-23,First Eagle Investment Management,Alphatec Holdings Inc.,ATEC,0,710437,,0.02,10.14,
2025-06-23,2025-06-23,First Eagle Investment Management,Avnet Inc.,AVT,0,164645,,0.02,48.09,
2025-06-23,2025-06-23,First Eagle Investment Management,Axos Financial Inc.,AX,0,162272,,0.02,64.52,
2025-06-23,2025-06-23,First Eagle Investment Management,Belden Inc.,BDC,0,88441,,0.02,100.26,
2025-06-23,2025-06-23,First Eagle Investment Management,Benchmark Electronics,BHE,0,244879,,0.02,38.03,
2025-06-23,2025-06-23,First Eagle Investment Management,Black Hills,BKH,0,162216,,0.02,60.65,
2025-06-23,2025-06-23,First Eagle Investment Management,Invesco Senior Loan ETF,BKLN,0,433094,,0.02,21.05,
2025-06-23,2025-06-23,First Eagle Investment Management,Berkshire Hathaway CL B,BRK.B,0,15882,,0.02,532.62,
2025-06-23,2025-06-23,First Eagle Investment Management,Cheesecake Factory,CAKE,0,207418,,0.02,48.66,
2025-06-23,2025-06-23,First Eagle Investment Management,Century Communities Inc.,CCS,0,174947,,0.02,67.1,
2025-06-23,2025-06-23,First Eagle Investment Management,Chefs' Warehouse,CHEF,0,207561,,0.02,54.46,
2025-06-23,2025-06-23,First Eagle Investment Management,Dime Community Bancshares,DCOM,0,343002,,0.02,27.88,
2025-06-23,2025-06-23,First Eagle Investment Management,Dycom Industries,DY,0,63002,Buy,0.02,152.34,
2025-06-23,2025-06-23,First Eagle Investment Management,EverQuote Inc. CL A,EVER,0,297857,,0.02,26.19,
2025-06-23,2025-06-23,First Eagle Investment Management,National Vision Holdings Inc.,EYE,0,560302,,0.02,12.78,
2025-06-23,2025-06-23,First Eagle Investment Management,First Amer'n Corp.,FAF,0,126175,,0.02,65.63,
2025-06-23,2025-06-23,First Eagle Investment Management,Forestar Group Inc.,FOR,0,528769,,0.02,21.14,
2025-06-23,2025-06-23,First Eagle Investment Management,Graham Corp.,GHM,0,368173,,0.02,28.82,
2025-06-23,2025-06-23,First Eagle Investment Management,Golar LNG Ltd.,GLNG,0,285972,,0.02,37.99,
2025-06-23,2025-06-23,First Eagle Investment Management,Ferroglobe Plc,GSM,0,2040772,,0.02,3.71,
2025-06-23,2025-06-23,First Eagle Investment Management,Goodyear Tire & Rubber,GT,0,952972,,0.02,9.24,
2025-06-23,2025-06-23,First Eagle Investment Management,Hecla Mining Co.,HL,0,1947728,,0.02,5.56,
2025-06-23,2025-06-23,First Eagle Investment Management,Ichor Holdings Ltd,ICHR,0,366795,,0.02,22.61,
2025-06-23,2025-06-23,First Eagle Investment Management,Janus International Group In,JBI,0,1124442,,0.02,7.2,
2025-06-23,2025-06-23,First Eagle Investment Management,JBT Marel Corp.,JBTM,0,76423,,0.02,122.2,
2025-06-23,2025-06-23,First Eagle Investment Management,Kaiser Aluminum Corp.,KALU,0,152232,,0.02,60.62,
2025-06-23,2025-06-23,First Eagle Investment Management,Kratos Defense & Security Sol.,KTOS,0,394263,,0.02,29.69,
2025-06-23,2025-06-23,First Eagle Investment Management,LGI Homes Inc.,LGIH,0,129315,,0.02,66.47,
2025-06-23,2025-06-23,First Eagle Investment Management,Dorian LPG Ltd,LPG,0,389125,,0.02,22.34,
2025-06-23,2025-06-23,First Eagle Investment Management,Mama's Creations Inc,MAMA,0,1321035,,0.02,6.51,
2025-06-23,2025-06-23,First Eagle Investment Management,MGIC Investment,MTG,0,460879,,0.02,24.78,
2025-06-23,2025-06-23,First Eagle Investment Management,Murphy Oil,MUR,0,314500,Buy,0.02,28.4,
2025-06-23,2025-06-23,First Eagle Investment Management,NMI Holdings,NMIH,0,289119,,0.02,36.05,
2025-06-23,2025-06-23,First Eagle Investment Management,EnPro Industries,NPO,0,54493,,0.02,161.78,
2025-06-23,2025-06-23,First Eagle Investment Management,Navigator Holdings Ltd.,NVGS,0,675445,,0.02,13.31,
2025-06-23,2025-06-23,First Eagle Investment Management,Northwestern Corp.,NWE,0,133199,,0.02,57.87,
2025-06-23,2025-06-23,First Eagle Investment Management,ONE Gas Inc.,OGS,0,139614,,0.02,75.59,
2025-06-23,2025-06-23,First Eagle Investment Management,Otis Worldwide Corp.,OTIS,0,76413,,0.02,103.2,
2025-06-23,2025-06-23,First Eagle Investment Management,PBF Energy Inc.,PBF,0,485417,,0.02,19.09,
2025-06-23,2025-06-23,First Eagle Investment Management,Potbelly Corp.,PBPB,0,1000028,,0.02,9.51,
2025-06-23,2025-06-23,First Eagle Investment Management,Penguin Solutions Inc.,PENG,0,492744,,0.02,17.37,
2025-06-23,2025-06-23,First Eagle Investment Management,PepsiCo Inc.,PEP,0,61667,,0.02,149.93,
2025-06-23,2025-06-23,First Eagle Investment Management,Performant Healthcare Inc.,PHLT,0,2680255,,0.02,2.96,
2025-06-23,2025-06-23,First Eagle Investment Management,Pennant Group Inc.,PNTG,0,431348,,0.02,25.15,
2025-06-23,2025-06-23,First Eagle Investment Management,Permian Resources Corp.,PR,0,673175,,0.02,13.85,
2025-06-23,2025-06-23,First Eagle Investment Management,Radian Group,RDN,0,291073,,0.02,33.07,
2025-06-23,2025-06-23,First Eagle Investment Management,Remitly Global Inc,RELY,0,471916,,0.02,20.8,
2025-06-23,2025-06-23,First Eagle Investment Management,Riley Exploration Permian In,REPX,0,297048,,0.02,29.17,
2025-06-23,2025-06-23,First Eagle Investment Management,Sanmina Corp.,SANM,0,110872,,0.02,76.18,
2025-06-23,2025-06-23,First Eagle Investment Management,Shoe Carnival Inc.,SCVL,0,354685,,0.02,21.99,
2025-06-23,2025-06-23,First Eagle Investment Management,Skyline Champion Corp.,SKY,0,92205,,0.02,94.76,
2025-06-23,2025-06-23,First Eagle Investment Management,SM Energy Co.,SM,0,277303,,0.02,29.95,
2025-06-23,2025-06-23,First Eagle Investment Management,SPDR Blackstone Senior Loan,SRLN,0,218112,,0.02,41.96,
2025-06-23,2025-06-23,First Eagle Investment Management,Stewart Information Services,STC,0,122309,,0.02,71.35,
2025-06-23,2025-06-23,First Eagle Investment Management,Scorpio Tankers Inc.,STNG,0,242368,,0.02,37.58,
2025-06-23,2025-06-23,First Eagle Investment Management,Thermon Group Holdings Inc.,THR,0,352511,,0.02,27.85,
2025-06-23,2025-06-23,First Eagle Investment Management,Trinity Industries,TRN,0,401092,,0.02,28.06,
2025-06-23,2025-06-23,First Eagle Investment Management,Tronox Holdings plc,TROX,0,1071840,,0.02,7.04,
2025-06-23,2025-06-23,First Eagle Investment Management,Ultra Clean Holdings Inc.,UCTT,0,405439,,0.02,21.41,
2025-06-23,2025-06-23,First Eagle Investment Management,UMH Properties Inc.,UMH,0,560519,,0.02,18.7,
2025-06-23,2025-06-23,First Eagle Investment Management,Universal Technical Institute,UTI,0,439876,,0.02,25.68,
2025-06-23,2025-06-23,First Eagle Investment Management,Utz Brands Inc.,UTZ,0,562130,,0.02,14.08,
2025-06-23,2025-06-23,First Eagle Investment Management,Veeco Instruments,VECO,0,476798,,0.02,20.08,
2025-06-23,2025-06-23,First Eagle Investment Management,Viavi Solutions Inc.,VIAV,0,760800,,0.02,11.19,
2025-06-23,2025-06-23,First Eagle Investment Management,Valley National Bancorp,VLY,0,992800,,0.02,8.89,
2025-06-23,2025-06-23,First Eagle Investment Management,Vishay Intertechnology,VSH,0,731500,,0.02,15.9,
2025-06-23,2025-06-23,First Eagle Investment Management,WESCO International Inc.,WCC,0,68508,,0.02,155.3,
2025-06-23,2025-06-23,First Eagle Investment Management,Werner Enterprises,WERN,0,286048,,0.02,29.3,
2025-06-23,2025-06-23,First Eagle Investment Management,Warby Parker Inc.,WRBY,0,420074,,0.02,18.23,
2025-06-23,2025-06-23,First Eagle Investment Management,YETI Holdings Inc.,YETI,0,238000,,0.02,33.1,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,InterDigital Inc.,IDCC,0,161578,,4.56,206.75,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,ServisFirst Bancshares Inc.,SFBS,0,384754,,4.34,82.6,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,RLI Corp.,RLI,0,372659,,4.09,80.33,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,SYNNEX Corp.,SNX,0,284230,,4.04,103.96,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,Fabrinet,FN,0,140039,,3.78,197.51,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,UGI Corp.,UGI,0,832135,,3.76,33.07,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,Vishay Intertechnology,VSH,0,1515006,,3.29,15.9,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,Arrow Electronics,ARW,0,229675,,3.26,103.83,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,PVH Corp.,PVH,0,361552,,3.19,64.64,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,CSG Systems International,CSGS,0,376114,,3.11,60.47,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,Science Applications International Corp.,SAIC,0,201610,,3.09,112.27,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,CNO Financial Group Inc.,CNO,0,514304,,2.93,41.65,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,Sprouts Farmers Market Inc.,SFM,0,139656,,2.91,152.64,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,New Jersey Resources,NJR,0,433051,,2.9,49.06,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,MGIC Investment,MTG,0,850202,,2.88,24.78,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,Axos Financial Inc.,AX,0,323282,,2.85,64.52,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,Enstar Group Ltd.,ESGR,0,62211,,2.83,332.38,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,Oshkosh Corp.,OSK,0,215640,,2.77,94.08,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,MSC Industrial Direct,MSM,0,258539,,2.74,77.67,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,MDU Resources,MDU,0,1177489,,2.72,16.91,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,JBT Marel Corp.,JBTM,0,155262,,2.59,122.2,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,Horace Mann Educators,HMN,0,415832,,2.43,42.73,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,Upbound Group Inc.,UPBD,0,694867,,2.28,23.96,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,IAC Inc.,IAC,0,356195,,2.24,45.94,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,AGCO Corp.,AGCO,0,174475,,2.21,92.57,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,G-III Apparel Group,GIII,0,562202,,2.1,27.35,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,Advance Auto Parts,AAP,0,343013,,1.84,39.21,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,Levi Strauss & Co.,LEVI,0,828700,,1.77,15.59,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,Synaptics Inc.,SYNA,0,182326,,1.59,63.72,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,REV Group Inc.,REVG,0,364789,Buy,1.58,31.6,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,Qorvo Inc.,QRVO,0,136153,,1.35,72.41,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,Littelfuse Inc.,LFUS,0,43761,,1.18,196.75,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,Scholastic Corp.,SCHL,0,432929,,1.12,18.88,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,Darling Ingredients Inc.,DAR,0,231396,,0.99,31.24,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,Graphic Packaging Hldg Co.,GPK,0,272999,,0.97,25.96,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,Concentrix Corp.,CNXC,0,124532,,0.95,55.64,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,Graco Inc.,GGG,0,81171,,0.93,83.52,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,VSE Corp.,VSEC,0,55401,,0.91,120.0,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,Ducommun Inc.,DCO,0,109929,,0.87,58.03,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,Everus Construction Group Inc.,ECG,0,139479,,0.71,37.09,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,CSW Industrials Inc.,CSW,0,16100,,0.64,291.49,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,TreeHouse Foods,THS,0,154992,,0.57,27.09,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,Knife River Corp.,KNF,0,40921,,0.5,90.2,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,Brookfield Asset Management,BAM,0,55915,,0.37,48.45,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,Deckers Outdoor,DECK,0,23807,,0.36,111.82,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,UniFirst Corp.,UNF,0,12712,,0.3,174.01,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,LB Foster Co.,FSTR,0,102635,,0.28,19.68,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,Five Star Bancorp,FSBC,0,69738,,0.26,27.8,
2025-06-23,2025-06-23,FPA Queens Road Small Cap Value Fund,Equity Commonwealth,EQC,0,393071,,0.09,1.61,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,Berkshire Hathaway CL A,BRK.A,0,0,,37.76,798441.86,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,SiriusXM Holdings Inc,SIRI,0,702462,,8.71,22.54,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,Stellantis N.V.,STLA,0,1396388,,8.61,11.21,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,Alphabet Inc. CL C,GOOG,0,82390,,7.08,156.23,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,Synchrony Financial,SYF,0,215702,,6.28,52.94,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,Apple Inc.,AAPL,0,44000,,5.37,222.14,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,Ally Financial Inc.,ALLY,0,225525,,4.52,36.47,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,Alibaba Group Holdings,BABA,0,41900,,3.05,132.22,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,Wells Fargo,WFC,0,59542,,2.35,71.8,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,Citigroup Inc.,C,0,57695,,2.25,70.99,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,Pool Corp.,POOL,0,10636,,1.86,318.35,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,Occidental Petroleum,OXY,0,68000,Buy,1.85,49.35,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,Moody's Corp.,MCO,0,5899,,1.51,465.67,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,PayPal Holdings Inc.,PYPL,0,41000,,1.47,65.24,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,General Motors,GM,0,52000,Buy,1.34,47.04,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,Bank of America Corp.,BAC,0,50000,,1.15,41.74,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,Meta Financial Group Inc.,CASH,0,27389,,1.1,72.95,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,MBIA Inc.,MBI,0,321000,,0.88,4.98,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,China Yuchai Intl Ltd.,CYD,0,73364,,0.69,16.98,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,Assured Guaranty Ltd.,AGO,0,10990,,0.53,88.08,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,Jefferies Financial Group Inc.,JEF,0,10987,,0.32,53.61,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,Louisiana-Pacific Corp.,LPX,0,5886,,0.3,91.91,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,Imperial Oil Ltd.,IMO,0,5000,,0.2,72.2,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,Lear Corp.,LEA,0,4000,,0.19,88.25,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,Magna International Inc.,MGA,0,10000,,0.19,34.0,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,Ryanair Holdings PLC,RYAAY,0,5937,,0.14,42.45,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,Liberty Global Ltd CL A,LBTYA,0,12000,,0.08,11.5,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,Methanex Corp.,MEOH,0,4000,,0.08,35.0,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,Credit Acceptance Corp.,CACC,0,0,,0.07,515.27,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,Sunrise Communicat Cl A,SNRE,0,2400,,0.06,48.33,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,Vitesse Energy Inc.,VTS,0,1293,,0.02,24.75,
2025-06-23,2025-06-23,Francis Chou - Chou Associates,Hertz Global Hldgs Inc. WTS,HTZWW,0,0,,2.0,2000.0,
2025-06-23,2025-06-23,Francois Rochon - Giverny Capital,Berkshire Hathaway CL B,BRK.B,0,503332,,9.88,532.58,
2025-06-23,2025-06-23,Francois Rochon - Giverny Capital,Meta Platforms Inc.,META,0,315144,,6.7,576.36,
2025-06-23,2025-06-23,Francois Rochon - Giverny Capital,Ametek Inc.,AME,0,977434,,6.2,172.14,
2025-06-23,2025-06-23,Francois Rochon - Giverny Capital,HEICO Corp. CL A,HEI.A,0,742011,,5.77,210.97,
2025-06-23,2025-06-23,Francois Rochon - Giverny Capital,Progressive Corp.,PGR,0,529154,,5.52,283.01,
2025-06-23,2025-06-23,Francois Rochon - Giverny Capital,Fiserv Inc.,FI,0,629633,,5.13,220.83,
2025-06-23,2025-06-23,Francois Rochon - Giverny Capital,Visa Inc.,V,0,393549,,5.08,350.46,
2025-06-23,2025-06-23,Francois Rochon - Giverny Capital,CarMax Inc.,KMX,0,1641622,,4.72,77.92,
2025-06-23,2025-06-23,Francois Rochon - Giverny Capital,Alphabet Inc. CL C,GOOG,0,755109,,4.35,156.23,
2025-06-23,2025-06-23,Francois Rochon - Giverny Capital,NVR Inc.,NVR,0,13490,,3.6,7244.4,
2025-06-23,2025-06-23,Francois Rochon - Giverny Capital,Booking Holdings Inc.,BKNG,0,21132,,3.59,4606.9,
